Metabolite,contrast,Genotype,estimate_log2,SE,df,t_ratio,raw_p,label1,label2,Direction,p_adj_BH_global
"(R)-2,3-Dihydroxyisovalerate",Female - Male,4s2-,-0.8739163475010538,0.2717674405898514,15,-3.215677145151318,0.005775440199371385,Female,Male,Male > Female,0.1097333637880563
"(R)-2,3-Dihydroxyisovalerate",Female - Male,4s2M,-0.18980387911390673,0.29770631521301344,15,-0.6375540907760023,0.5333757257756147,Female,Male,Male > Female,0.8619640389730581
(R)-2-Pyrrolidone-5-carboxylic acid,Female - Male,4s2-,-0.25649920944558857,0.2083770353611946,15,-1.2309379918040413,0.237298940754877,Female,Male,Male > Female,0.6079118931697973
(R)-2-Pyrrolidone-5-carboxylic acid,Female - Male,4s2M,0.0329971978152348,0.2282656054667559,15,0.14455615311716527,0.8869856922828068,Female,Male,Female > Male,0.9777183940268404
(S)-(5-Adenosyl)methionine,Female - Male,4s2-,-1.4172632086003212,0.5433618152284422,15,-2.6083231630924786,0.01976862969391414,Female,Male,Male > Female,0.17335567577740094
(S)-(5-Adenosyl)methionine,Female - Male,4s2M,-0.34361532223535185,0.5952230461751438,15,-0.5772883366049025,0.5723082896143494,Female,Male,Male > Female,0.8713363648006438
"1,7-Dimethylxanthine",Female - Male,4s2-,-0.08803371853675597,0.19196504590469315,15,-0.4585924386487682,0.6531012272601552,Female,Male,Male > Female,0.9145661700061103
"1,7-Dimethylxanthine",Female - Male,4s2M,-0.17411963479389808,0.21028717178903028,15,-0.8280088286535275,0.4206448324340719,Female,Male,Male > Female,0.8297281816034752
1-Aminocyclopropane-1-carboxylic acid,Female - Male,4s2-,-0.3971699696941967,0.20990901777876697,15,-1.8921053220914639,0.07794173820456723,Female,Male,Male > Female,0.4038799161509393
1-Aminocyclopropane-1-carboxylic acid,Female - Male,4s2M,0.07080994163947793,0.22994380812236728,15,0.3079445461814549,0.7623592849798844,Female,Male,Female > Male,0.9525101634634475
2-Aminoadipic acid,Female - Male,4s2-,-0.7987770499216678,0.42961683264435985,15,-1.8592778243931183,0.0827161741275998,Female,Male,Male > Female,0.4099845152411468
2-Aminoadipic acid,Female - Male,4s2M,0.4072759264136516,0.4706216606464755,15,0.8653998752505183,0.40044892867929527,Female,Male,Female > Male,0.8008978573585905
2-Aminobutyric acid,Female - Male,4s2-,-0.42503897344880504,0.21344024701631917,15,-1.9913721961552429,0.06497412543066683,Female,Male,Male > Female,0.34451396739981477
2-Aminobutyric acid,Female - Male,4s2M,0.1643629610046875,0.23381207594062547,15,0.7029703677342398,0.49284118174672353,Female,Male,Female > Male,0.8597683153311272
2-Aminoisobutyric acid,Female - Male,4s2-,-0.6216115404942293,0.22560491758196236,15,-2.7553102439285153,0.014728012309995084,Female,Male,Male > Female,0.16789934033394396
2-Aminoisobutyric acid,Female - Male,4s2M,-0.22309545349749244,0.2471378048874693,15,-0.9027168206785513,0.38094413878261923,Female,Male,Male > Female,0.7824798526345692
2-Aminophenol,Female - Male,4s2-,-0.08508115145083528,0.13346261074963525,15,-0.6374905374093156,0.533415993640937,Female,Male,Male > Female,0.8619640389730581
2-Aminophenol,Female - Male,4s2M,0.14602423034382347,0.1462009649822134,15,0.9987911527231613,0.33373652025019507,Female,Male,Female > Male,0.7178483643117404
2-Deoxyadenosine,Female - Male,4s2-,-0.2850336772030727,0.1590259038265545,15,-1.7923726282603096,0.09326170718347042,Female,Male,Male > Female,0.4341050998241392
2-Deoxyadenosine,Female - Male,4s2M,0.18647222791944007,0.17420414950690202,15,1.0704235716959887,0.3013511370351552,Female,Male,Female > Male,0.6902812917059069
2-Deoxyguanosine 5-monophosphate (dGMP),Female - Male,4s2-,-0.9637064207503838,0.3596317202410263,15,-2.6797036148660767,0.01714196942691838,Female,Male,Male > Female,0.1700686011952668
2-Deoxyguanosine 5-monophosphate (dGMP),Female - Male,4s2M,-0.11103276657962341,0.3939568111407947,15,-0.28183994651114647,0.7819174587664515,Female,Male,Male > Female,0.9584794655846824
2-Deoxyuridine,Female - Male,4s2-,-0.12725497512446599,0.413442873488017,15,-0.3077933694947442,0.7624720844314248,Female,Male,Male > Female,0.9525101634634475
2-Deoxyuridine,Female - Male,4s2M,0.685696766447988,0.45290397609828303,15,1.5140003237666155,0.15081010178963666,Female,Male,Female > Male,0.5330745862163652
2-Hydroxypyridine,Female - Male,4s2-,-0.09806359319326267,0.2091333043719244,15,-0.46890471839370723,0.6458801761013052,Female,Male,Male > Female,0.9145661700061103
2-Hydroxypyridine,Female - Male,4s2M,-0.2568504071384754,0.22909405666019356,15,-1.1211570080993056,0.2798498457620458,Female,Male,Male > Female,0.6577913900386232
2-Methylglutaric acid,Female - Male,4s2-,0.060697665918137134,0.13604564376956954,15,0.44615662976276704,0.6618570967149482,Female,Male,Female > Male,0.9145661700061103
2-Methylglutaric acid,Female - Male,4s2M,-0.13060048189619988,0.1490305358858108,15,-0.8763337065114476,0.3946664989782688,Female,Male,Male > Female,0.7963182457260645
2-Oxoadipic acid,Female - Male,4s2-,-0.2747114913578098,0.10905309027225553,15,-2.519061960298248,0.023600160246829677,Female,Male,Male > Female,0.18245634795182777
2-Oxoadipic acid,Female - Male,4s2M,-0.016886061774977285,0.1194616750155231,15,-0.1413512892129051,0.8894733256033196,Female,Male,Male > Female,0.9777183940268404
3-(2-Hydroxyethyl)indole (IEA),Female - Male,4s2-,-0.34516749360871857,0.35666602710908923,15,-0.9677610632176814,0.34850962573634314,Female,Male,Male > Female,0.7289926116319838
3-(2-Hydroxyethyl)indole (IEA),Female - Male,4s2M,-0.013183892165481464,0.3907080570867945,15,-0.03374358917444261,0.9735265509471032,Female,Male,Male > Female,0.9842990621904806
3-Amino-4-hydroxybenzoic acid,Female - Male,4s2-,-0.1820953863184188,0.127628223272099,15,-1.4267642504918185,0.17413114238169833,Female,Male,Male > Female,0.5527589425616366
3-Amino-4-hydroxybenzoic acid,Female - Male,4s2M,0.10873164844893227,0.13980971372086887,15,0.777711687944772,0.44883230501778304,Female,Male,Female > Male,0.8597683153311272
3-Hydroxybenzaldehyde,Female - Male,4s2-,-0.18870442477125862,0.17791770224525816,15,-1.0606275957359828,0.30563918267522733,Female,Male,Male > Female,0.6902812917059069
3-Hydroxybenzaldehyde,Female - Male,4s2M,0.12288160445086058,0.19489907779843085,15,0.6304883832131191,0.5378629656436502,Female,Male,Female > Male,0.8619640389730581
3-Hydroxybenzyl alcohol,Female - Male,4s2-,-0.008706955171877251,0.33214270003242036,15,-0.02621450108952377,0.9794318279576307,Female,Male,Male > Female,0.9842990621904806
3-Hydroxybenzyl alcohol,Female - Male,4s2M,2.897297075016548,0.36384409823685704,15,7.963017921842039,9.116174124879318e-7,Female,Male,Female > Male,2.0784877004724844e-4
3-Hydroxyphenylacetic acid,Female - Male,4s2-,-0.47261220428111533,0.1605546140224213,15,-2.943622686639921,0.010062986710443906,Female,Male,Male > Female,0.13496240999889475
3-Hydroxyphenylacetic acid,Female - Male,4s2M,-0.12569471562917328,0.1758787676232308,15,-0.7146667976343667,0.4857895009513242,Female,Male,Male > Female,0.8597683153311272
3-Methyladenine,Female - Male,4s2-,-0.7695840371406559,0.21948457485164954,15,-3.506324021452627,0.003181970582457514,Female,Male,Male > Female,0.1097333637880563
3-Methyladenine,Female - Male,4s2M,0.23470621689219656,0.24043330534135912,15,0.9761801367700227,0.34445673452802195,Female,Male,Female > Male,0.7272193537566735
3-Methylglutaric acid,Female - Male,4s2-,-0.803493901448686,0.30021377962829016,15,-2.676405801371051,0.01725553027923128,Female,Male,Male > Female,0.1700686011952668
3-Methylglutaric acid,Female - Male,4s2M,-0.2146045270774416,0.3288677183525988,15,-0.6525557696950699,0.5239181528063755,Female,Male,Male > Female,0.8603859003080148
4-Aminobenzoic acid (PAB),Female - Male,4s2-,-0.33445969563373484,0.21982271455466482,15,-1.5214974317431718,0.14893403512426007,Female,Male,Male > Female,0.5330745862163652
4-Aminobenzoic acid (PAB),Female - Male,4s2M,0.3410118716292186,0.24080371882721827,15,1.416140387241701,0.17716459991825292,Female,Male,Female > Male,0.5533360107035845
4-Hydroxybenzaldehyde,Female - Male,4s2-,-0.14031410949034193,0.19753820167942987,15,-0.7103137939771635,0.4884068394031562,Female,Male,Male > Female,0.8597683153311272
4-Hydroxybenzaldehyde,Female - Male,4s2M,0.15225053243309508,0.21639225805765727,15,0.7035858574595041,0.4924686055943215,Female,Male,Female > Male,0.8597683153311272
4-Hydroxyphenylacetic acid,Female - Male,4s2-,-0.23586761538402853,0.1256412867716212,15,-1.8773097716896698,0.0800621874224046,Female,Male,Male > Female,0.40564841627351667
4-Hydroxyphenylacetic acid,Female - Male,4s2M,-0.21100054344303734,0.13763313383758471,15,-1.533065022642226,0.14607791791478122,Female,Male,Male > Female,0.5330745862163652
4-Methylaminobutyrate,Female - Male,4s2-,0.2610464117863289,0.4196671583158271,15,0.6220320237445751,0.5432607301806491,Female,Male,Female > Male,0.8619640389730581
4-Methylaminobutyrate,Female - Male,4s2M,-0.13028706453952132,0.4597223385073405,15,-0.2834038149256499,0.7807413284906957,Female,Male,Male > Female,0.9584794655846824
5-Deoxy-5-(methylthio)adenosine,Female - Male,4s2-,-0.12397095386820184,0.16415113353129848,15,-0.7552244763790465,0.4618089978836011,Female,Male,Male > Female,0.8597683153311272
5-Deoxy-5-(methylthio)adenosine,Female - Male,4s2M,-0.042477624295065075,0.17981855735026966,15,-0.23622491983584681,0.816453418068174,Female,Male,Male > Female,0.9751800558512879
5-Valerolactone,Female - Male,4s2-,-0.37626999620626206,0.6305117998593662,15,-0.5967691584680699,0.5595616696469123,Female,Male,Male > Female,0.8713363648006438
5-Valerolactone,Female - Male,4s2M,-0.9428020248804796,0.690691071112315,15,-1.365012614629802,0.19237447874124142,Female,Male,Male > Female,0.5696283266623772
Acetylcholine,Female - Male,4s2-,0.20481113392394965,0.5510622420038562,15,0.3716660629463276,0.7153391847863393,Female,Male,Female > Male,0.9427591568282391
Acetylcholine,Female - Male,4s2M,0.21539416768310096,0.6036584410697658,15,0.3568146372663867,0.7262003667419732,Female,Male,Female > Male,0.9480169624166698
Adenine,Female - Male,4s2-,-0.6153699847607028,0.2905988719833468,15,-2.117592475706401,0.05132562389359872,Female,Male,Male > Female,0.321365274405451
Adenine,Female - Male,4s2M,0.4210633819283274,0.31833511474167014,15,1.322704792620888,0.20574600181605243,Female,Male,Female > Male,0.5720742489519506
Adenosine 5-monophosphate (AMP),Female - Male,4s2-,-1.2244800430472784,0.2878890568829551,15,-4.25330527080474,6.940897360870977e-4,Female,Male,Male > Female,0.07912622991392913
Adenosine 5-monophosphate (AMP),Female - Male,4s2M,0.008582723690906291,0.3153666610273648,15,0.027215063453272112,0.9786469791625177,Female,Male,Female > Male,0.9842990621904806
Adenylosuccinic acid,Female - Male,4s2-,-1.06580470056664,0.5167503715307378,15,-2.0625136609180803,0.05692093965944035,Female,Male,Male > Female,0.321365274405451
Adenylosuccinic acid,Female - Male,4s2M,0.7088657224663002,0.566071670173121,15,1.2522543695739246,0.22965100766555333,Female,Male,Female > Male,0.6018440200890363
Adipic acid,Female - Male,4s2-,-0.9468647759677409,0.34113897814207395,15,-2.7755983239575768,0.01413848173878374,Female,Male,Male > Female,0.16789934033394396
Adipic acid,Female - Male,4s2M,-0.1728184956112085,0.3736990271453514,15,-0.46245369417028265,0.6503931789423988,Female,Male,Male > Female,0.9145661700061103
Alanine,Female - Male,4s2-,-0.2976779810689528,0.1677471844011436,15,-1.7745632043343162,0.09626226570207957,Female,Male,Male > Female,0.4341050998241392
Alanine,Female - Male,4s2M,-0.20657246722408074,0.1837578337089702,15,-1.1241559777595311,0.27861569384605445,Female,Male,Male > Female,0.6577913900386232
alpha-Ketoglutaric acid,Female - Male,4s2-,0.1089555800654963,0.18048675237084855,15,0.6036763287846402,0.5550788973965348,Female,Male,Female > Male,0.8713363648006438
alpha-Ketoglutaric acid,Female - Male,4s2M,-0.08501914061838242,0.19771333120872556,15,-0.43001218025418775,0.6733005152162653,Female,Male,Male > Female,0.9192366315527456
Aniline,Female - Male,4s2-,-0.029550383290527157,0.14893644871858044,15,-0.19840934536020413,0.8453888684970532,Female,Male,Male > Female,0.9754360847578736
Aniline,Female - Male,4s2M,0.17023392637366502,0.1631517051957558,15,1.0434088088102522,0.3132842155725969,Female,Male,Female > Male,0.6934835063160397
Anserine,Female - Male,4s2-,-1.6132569254124092,0.6304744270314411,15,-2.558798352866353,0.021813992229941313,Female,Male,Male > Female,0.17762822244380783
Anserine,Female - Male,4s2M,-0.5490769295985783,0.6906501312305303,15,-0.7950145880958407,0.439004205464149,Female,Male,Male > Female,0.8554953747506493
Benzaldehyde,Female - Male,4s2-,0.004892234489964724,0.14523857879839772,15,0.0336841253228973,0.9735731843309177,Female,Male,Female > Male,0.9842990621904806
Benzaldehyde,Female - Male,4s2M,-0.09868323539180554,0.159100891655748,15,-0.6202557029367868,0.5443983404040367,Female,Male,Male > Female,0.8619640389730581
Benzoic acid,Female - Male,4s2-,-0.01838071894307558,0.25977334077954267,15,-0.07075675620876903,0.9445260996840412,Female,Male,Male > Female,0.9842990621904806
Benzoic acid,Female - Male,4s2M,0.3854928944115658,0.28456743716686433,15,1.3546627057878056,0.19557890165327346,Female,Male,Female > Male,0.571254389616739
Benzylamine,Female - Male,4s2-,0.20071984856222758,0.2904282079024937,15,0.6911169201223589,0.500048868926577,Female,Male,Female > Male,0.8597964490165703
Benzylamine,Female - Male,4s2M,2.995807423437219e-4,0.3181481616079919,15,9.416390804509882e-4,0.9992610899735388,Female,Male,Female > Male,0.9992610899735388
beta-Alanine,Female - Male,4s2-,-0.4547192809848123,0.19312822478715558,15,-2.3544941786005293,0.03259211546900581,Female,Male,Male > Female,0.23970975248172016
beta-Alanine,Female - Male,4s2M,0.041401407412376745,0.21156137041370696,15,0.1956945510960557,0.8474755767587213,Female,Male,Female > Male,0.9754360847578736
Betaine,Female - Male,4s2-,0.05766220237692354,0.22928639640355966,15,0.2514854927347462,0.8048515619948562,Female,Male,Female > Male,0.9751800558512879
Betaine,Female - Male,4s2M,-0.03193003109800643,0.25117066287860207,15,-0.1271248430531838,0.9005300997615635,Female,Male,Male > Female,0.9777183940268404
CDP-ethanolamine,Female - Male,4s2-,-1.6307197408437792,0.6002077961641556,15,-2.716925290316923,0.015909264714440714,Female,Male,Male > Female,0.1700686011952668
CDP-ethanolamine,Female - Male,4s2M,-0.3558922250218778,0.6574946982991415,15,-0.541285315216271,0.5962592756639609,Female,Male,Male > Female,0.9003120188833316
Cinnamaldehyde,Female - Male,4s2-,-0.10925831778008609,0.24178900376656912,15,-0.4518746348182467,0.6578246982198317,Female,Male,Male > Female,0.9145661700061103
Cinnamaldehyde,Female - Male,4s2M,0.03496887109369039,0.26486658303930294,15,0.13202447319864974,0.8967195880127228,Female,Male,Female > Male,0.9777183940268404
cis-Aconitic acid,Female - Male,4s2-,-0.24453722763995067,0.2003371317877908,15,-1.2206285747316143,0.24106827971622286,Female,Male,Male > Female,0.6107063086144312
cis-Aconitic acid,Female - Male,4s2M,-0.02934212456375325,0.2194583323721166,15,-0.1337024857821317,0.895415172566987,Female,Male,Male > Female,0.9777183940268404
Citric acid,Female - Male,4s2-,-0.14292058618335804,0.3572990736977693,15,-0.40000267760070135,0.6947930056348156,Female,Male,Male > Female,0.9282939284586726
Citric acid,Female - Male,4s2M,-0.10742346799213907,0.3914015248799381,15,-0.2744584810319558,0.7874761790840211,Female,Male,Male > Female,0.9601313841238333
Creatinine,Female - Male,4s2-,-0.06964963562037271,0.06955426776536205,15,-1.0013711287326377,0.33252854563710865,Female,Male,Male > Female,0.7178483643117404
Creatinine,Female - Male,4s2M,-0.024795478273962085,0.07619288285168647,15,-0.3254303728371561,0.7493505306679492,Female,Male,Male > Female,0.9525101634634475
Cytidine diphosphate choline (CDPcholine),Female - Male,4s2-,-1.922454646427909,0.6606447216202772,15,-2.9099674658914325,0.010774627335003544,Female,Male,Male > Female,0.1364786129100449
Cytidine diphosphate choline (CDPcholine),Female - Male,4s2M,0.028430579604525552,0.7237000330562935,15,0.03928503289471877,0.9691812418010175,Female,Male,Female > Male,0.9842990621904806
Dihydrouracil,Female - Male,4s2-,0.17271658516769123,0.36053977677538823,15,0.47905001415500265,0.638811779250918,Female,Male,Female > Male,0.9145661700061103
Dihydrouracil,Female - Male,4s2M,0.03748808122587981,0.3949515372355146,15,0.09491818031214597,0.9256362082082784,Female,Male,Female > Male,0.9830965645260357
Ergocalciferol (Vitamin D2),Female - Male,4s2-,-0.28282473613845394,0.20472239420135022,15,-1.3815036564113639,0.1873567278038447,Female,Male,Male > Female,0.5670865594639977
Ergocalciferol (Vitamin D2),Female - Male,4s2M,0.05430909653161778,0.22426214666108865,15,0.24216791527324152,0.8119298118357212,Female,Male,Female > Male,0.9751800558512879
Glucose,Female - Male,4s2-,-0.5115553260175101,0.1579838455390247,15,-3.238023003378198,0.005517045853768461,Female,Male,Male > Female,0.1097333637880563
Glucose,Female - Male,4s2M,0.1309990581955243,0.17306263184627146,15,0.7569459495559301,0.4608074837437639,Female,Male,Female > Male,0.8597683153311272
Glucuronic acid,Female - Male,4s2-,-0.7050609690750214,0.34319315181209487,15,-2.054414446652643,0.057789369520278466,Female,Male,Male > Female,0.321365274405451
Glucuronic acid,Female - Male,4s2M,-0.170871894443769,0.3759492616575587,15,-0.4545078601574998,0.6559713953446176,Female,Male,Male > Female,0.9145661700061103
Glutamic acid,Female - Male,4s2-,0.048164840862162064,0.1578879827960326,15,0.3050570411326602,0.7645147364640829,Female,Male,Female > Male,0.9525101634634475
Glutamic acid,Female - Male,4s2M,-0.19887576985343192,0.17295761947274932,15,-1.1498526081689404,0.2682079367869684,Female,Male,Male > Female,0.6505469105045617
Glutaric acid,Female - Male,4s2-,-0.38090662330212166,0.2169833451956155,15,-1.7554647936629677,0.0995742428457652,Female,Male,Male > Female,0.4341050998241392
Glutaric acid,Female - Male,4s2M,-0.016200343806764328,0.23769334553313767,15,-0.06815648864896716,0.946561303166165,Female,Male,Male > Female,0.9842990621904806
Glutarylcarnitine,Female - Male,4s2-,-0.20484968349625243,0.4159784712116643,15,-0.4924526091448079,0.6295292493051514,Female,Male,Male > Female,0.9145661700061103
Glutarylcarnitine,Female - Male,4s2M,0.7461217147642305,0.4556815842382838,15,1.6373751772555076,0.12235439111664634,Female,Male,Female > Male,0.4649466862432561
"Glutathione (oxidized, GSSG)",Female - Male,4s2-,-1.256878571667185,0.41746604779372876,15,-3.010732437547143,0.008778742009074796,Female,Male,Male > Female,0.1334368785379369
"Glutathione (oxidized, GSSG)",Female - Male,4s2M,-0.09453055295365298,0.45731114273831003,15,-0.20670948970895026,0.8390164994842423,Female,Male,Male > Female,0.9754360847578736
